product,reactants,label,target,source,hallucination_score,reason
Sc1cccc(OCc2ccccc2)c1,CCOC(=S)Sc1cccc(OCc2ccccc2)c1,0,CC(C)(C)OC(=O)NC1(C2CCc3cc(Sc4cccc(OCc5ccccc5)c4)ccc3C2)COC(C)(C)OC1,patent,85,
CCOC(=S)Sc1cccc(OCc2ccccc2)c1,CCOC(=S)S.Nc1cccc(OCc2ccccc2)c1,0,CC(C)(C)OC(=O)NC1(C2CCc3cc(Sc4cccc(OCc5ccccc5)c4)ccc3C2)COC(C)(C)OC1,patent,95,
CC1(C)OCC(N)(C2CCc3cc(Br)ccc3C2)CO1,CC1(C)OCC(C#N)(C2CCc3cc(Br)ccc3C2)CO1,0,CC(C)(C)OC(=O)NC1(C2CCc3cc(Sc4cccc(OCc5ccccc5)c4)ccc3C2)COC(C)(C)OC1,patent,95,
CC1(C)OCC(C#N)(C2CCc3cc(Br)ccc3C2)CO1,CC1(C)OCC(C#N)CO1.Brc1ccc2c(c1)CCC(Br)C2,0,CC(C)(C)OC(=O)NC1(C2CCc3cc(Sc4cccc(OCc5ccccc5)c4)ccc3C2)COC(C)(C)OC1,patent,95,
CC1(C)OCC(C#N)CO1,CC1(C)OCC(C(N)=O)CO1,0,CC(C)(C)OC(=O)NC1(C2CCc3cc(Sc4cccc(OCc5ccccc5)c4)ccc3C2)COC(C)(C)OC1,patent,95,
CC1(C)OCC(C(N)=O)CO1,CCN(CC)CC.CC1(C)OCC(C(=O)O)CO1,1,CC(C)(C)OC(=O)NC1(C2CCc3cc(Sc4cccc(OCc5ccccc5)c4)ccc3C2)COC(C)(C)OC1,patent,70,
Brc1ccc2c(c1)CCC(Br)C2,c1ccc2c(c1)CCCC2,0,CC(C)(C)OC(=O)NC1(C2CCc3cc(Sc4cccc(OCc5ccccc5)c4)ccc3C2)COC(C)(C)OC1,patent,80,
c1ccc2c(c1)CCCC2,O=C1CCCc2ccccc21,0,CC(C)(C)OC(=O)NC1(C2CCc3cc(Sc4cccc(OCc5ccccc5)c4)ccc3C2)COC(C)(C)OC1,patent,95,
CCC[C@@H](CCO)Nc1nc(N)nc(C)c1Cc1ccc(CN2CCC[C@@H]2C(=O)O)cc1OC,CCC[C@H](N)CCO.COc1cc(CN2CCC[C@@H]2C(=O)O)ccc1Cc1c(C)nc(N)nc1Cl,0,CCC[C@@H](CCO)Nc1nc(N)nc(C)c1Cc1ccc(CN2CCC[C@@H]2C(=O)O)cc1OC,patent,95,
CCC[C@H](N)CCO,CCC[C@H](N)CC(=O)O,0,CCC[C@@H](CCO)Nc1nc(N)nc(C)c1Cc1ccc(CN2CCC[C@@H]2C(=O)O)cc1OC,patent,95,
COc1cc(CN2CCC[C@@H]2C(=O)O)ccc1Cc1c(C)nc(N)nc1Cl,O=P(Cl)(Cl)Cl.COc1cc(CN2CCC[C@@H]2C(=O)O)ccc1Cc1c(C)nc(N)nc1O,0,CCC[C@@H](CCO)Nc1nc(N)nc(C)c1Cc1ccc(CN2CCC[C@@H]2C(=O)O)cc1OC,patent,90,
COc1cc(CN2CCC[C@@H]2C(=O)O)ccc1Cc1c(C)nc(N)nc1O,Cc1nc(N)nc(O)c1CO.COc1cccc(CN2CCC[C@@H]2C(=O)O)c1,0,CCC[C@@H](CCO)Nc1nc(N)nc(C)c1Cc1ccc(CN2CCC[C@@H]2C(=O)O)cc1OC,patent,95,
Cc1nc(N)nc(O)c1CO,N=C(N)N.CCOC(=O)C(CO)C(C)=O,1,CCC[C@@H](CCO)Nc1nc(N)nc(C)c1Cc1ccc(CN2CCC[C@@H]2C(=O)O)cc1OC,patent,25,
CCOC(=O)C(CO)C(C)=O,CCOC(=O)C(C=O)C(C)=O,0,CCC[C@@H](CCO)Nc1nc(N)nc(C)c1Cc1ccc(CN2CCC[C@@H]2C(=O)O)cc1OC,patent,100,
CCOC(=O)C(C=O)C(C)=O,CCOC=O.CCOC(=O)CC(C)=O,0,CCC[C@@H](CCO)Nc1nc(N)nc(C)c1Cc1ccc(CN2CCC[C@@H]2C(=O)O)cc1OC,patent,90,
COc1cc(-c2cccc(C(F)(F)F)c2)c(F)cc1-c1nncc2cc(S(=O)(=O)Nc3ccon3)ccc12,COc1cc(-c2cccc(C(F)(F)F)c2)c(F)cc1-c1nncc2cc(S(=O)(=O)Cl)ccc12.Nc1ccon1,0,COc1cc(-c2cccc(C(F)(F)F)c2)c(F)cc1-c1nncc2cc(S(=O)(=O)Nc3ccon3)ccc12,patent,95,
COc1cc(-c2cccc(C(F)(F)F)c2)c(F)cc1-c1nncc2cc(S(=O)(=O)Cl)ccc12,COc1cc(-c2cccc(C(F)(F)F)c2)c(F)cc1-c1nncc2cc(S(=O)(=O)O)ccc12,0,COc1cc(-c2cccc(C(F)(F)F)c2)c(F)cc1-c1nncc2cc(S(=O)(=O)Nc3ccon3)ccc12,patent,95,
COc1cc(-c2cccc(C(F)(F)F)c2)c(F)cc1-c1nncc2cc(S(=O)(=O)O)ccc12,COc1cc(-c2cccc(C(F)(F)F)c2)c(F)cc1Br.OB(O)c1nncc2cc(O)ccc12,0,COc1cc(-c2cccc(C(F)(F)F)c2)c(F)cc1-c1nncc2cc(S(=O)(=O)Nc3ccon3)ccc12,patent,95,
COc1cc(-c2cccc(C(F)(F)F)c2)c(F)cc1Br,Nc1cccc(C(F)(F)F)c1.COc1ccc(F)cc1Br,0,COc1cc(-c2cccc(C(F)(F)F)c2)c(F)cc1-c1nncc2cc(S(=O)(=O)Nc3ccon3)ccc12,patent,95,
OB(O)c1nncc2cc(O)ccc12,Oc1ccc2c(Br)nncc2c1,0,COc1cc(-c2cccc(C(F)(F)F)c2)c(F)cc1-c1nncc2cc(S(=O)(=O)Nc3ccon3)ccc12,patent,80,
Oc1ccc2c(Br)nncc2c1,CC(=O)Oc1ccc2c(Br)nncc2c1,0,COc1cc(-c2cccc(C(F)(F)F)c2)c(F)cc1-c1nncc2cc(S(=O)(=O)Nc3ccon3)ccc12,patent,90,
CC(=O)Oc1ccc2c(Br)nncc2c1,CC(=O)OO.CC(=O)c1ccc2c(Br)nncc2c1,0,COc1cc(-c2cccc(C(F)(F)F)c2)c(F)cc1-c1nncc2cc(S(=O)(=O)Nc3ccon3)ccc12,patent,90,
CC(=O)c1ccc2c(Br)nncc2c1,CC(=O)Cl.Brc1nncc2ccccc12,0,COc1cc(-c2cccc(C(F)(F)F)c2)c(F)cc1-c1nncc2cc(S(=O)(=O)Nc3ccon3)ccc12,patent,95,
CCC/C=C/[C@H]1CC[C@H](C(C(=O)O)C(=O)O)CC1,CCOC(=O)CC(=O)OCC.CCC/C=C/[C@H]1CC[C@H](Br)CC1,0,CCC/C=C/[C@H]1CC[C@H](C(C(=O)O)C(=O)O)CC1,patent,80,
CCOC(=O)CC(=O)OCC,CCOC(C)=O.CCOC(=O)OCC,0,CCC/C=C/[C@H]1CC[C@H](C(C(=O)O)C(=O)O)CC1,patent,90,
CCC/C=C/[C@H]1CC[C@H](Br)CC1,CCCC(Br)[C@H]1CC[C@H](Br)CC1,0,CCC/C=C/[C@H]1CC[C@H](C(C(=O)O)C(=O)O)CC1,patent,95,
CCCC(Br)[C@H]1CC[C@H](Br)CC1,CCCC=C1CC=CCC1,0,CCC/C=C/[C@H]1CC[C@H](C(C(=O)O)C(=O)O)CC1,patent,80,
CCCC=C1CC=CCC1,C=CCCC.C=C1CC=CCC1,0,CCC/C=C/[C@H]1CC[C@H](C(C(=O)O)C(=O)O)CC1,patent,90,
C=C1CC=CCC1,C1CCOC1.O=C1CC=CCC1,1,CCC/C=C/[C@H]1CC[C@H](C(C(=O)O)C(=O)O)CC1,patent,60,
CCOC(=O)[C@@H]1C[C@H]1COc1cc(CCCOC)cc(CN(C(=O)[C@H]2CNCC[C@@H]2c2ccc(OCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)c1,CCOC(=O)[C@H]1C[C@@H]1COc1cc(CCCOC)cc(CNC2CC2)c1.Cc1cc(Cl)c(OCCOc2ccc([C@H]3CCNC[C@@H]3C(=O)O)cc2)c(Cl)c1,0,CCOC(=O)[C@@H]1C[C@H]1COc1cc(CCCOC)cc(CN(C(=O)[C@H]2CNCC[C@@H]2c2ccc(OCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)c1,patent,95,
CCOC(=O)[C@H]1C[C@@H]1COc1cc(CCCOC)cc(CNC2CC2)c1,CCOC(=O)[C@H]1C[C@@H]1CO.COCCCc1cc(F)cc(CNC2CC2)c1,0,CCOC(=O)[C@@H]1C[C@H]1COc1cc(CCCOC)cc(CN(C(=O)[C@H]2CNCC[C@@H]2c2ccc(OCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)c1,patent,95,
COCCCc1cc(F)cc(CNC2CC2)c1,COCCCc1cc(F)cc(C(=O)NC2CC2)c1,0,CCOC(=O)[C@@H]1C[C@H]1COc1cc(CCCOC)cc(CN(C(=O)[C@H]2CNCC[C@@H]2c2ccc(OCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)c1,patent,95,
COCCCc1cc(F)cc(C(=O)NC2CC2)c1,NC1CC1.COCCCc1cc(F)cc(C(=O)O)c1,0,CCOC(=O)[C@@H]1C[C@H]1COc1cc(CCCOC)cc(CN(C(=O)[C@H]2CNCC[C@@H]2c2ccc(OCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)c1,patent,95,
CCCCOC(=O)N1CCN(C(=O)[C@H](CCCO[Si](c2ccccc2)(c2ccccc2)C(C)(C)C)NC(=O)OC(C)(C)C)CC1,CC(C)(C)OC(=O)N[C@@H](CCCO[Si](c1ccccc1)(c1ccccc1)C(C)(C)C)C(=O)N1CCNCC1.CCCCOC(=O)Cl,0,CCCCOC(=O)N1CCN(C(=O)[C@H](CCCO[Si](c2ccccc2)(c2ccccc2)C(C)(C)C)NC(=O)OC(C)(C)C)CC1,patent,95,
CC(C)(C)OC(=O)N[C@@H](CCCO[Si](c1ccccc1)(c1ccccc1)C(C)(C)C)C(=O)N1CCNCC1,C1CNCCN1.CC(C)(C)OC(=O)N[C@@H](CCCO[Si](c1ccccc1)(c1ccccc1)C(C)(C)C)C(=O)O,0,CCCCOC(=O)N1CCN(C(=O)[C@H](CCCO[Si](c2ccccc2)(c2ccccc2)C(C)(C)C)NC(=O)OC(C)(C)C)CC1,patent,95,
CC(C)(C)OC(=O)N[C@@H](CCCO[Si](c1ccccc1)(c1ccccc1)C(C)(C)C)C(=O)O,CC(C)(C)[Si](OCCC[C@H](N)C(=O)O)(c1ccccc1)c1ccccc1.CC(C)(C)OC(=O)OC(=O)OC(C)(C)C,1,CCCCOC(=O)N1CCN(C(=O)[C@H](CCCO[Si](c2ccccc2)(c2ccccc2)C(C)(C)C)NC(=O)OC(C)(C)C)CC1,patent,75,
CC(C)(C)[Si](OCCC[C@H](N)C(=O)O)(c1ccccc1)c1ccccc1,N[C@@H](CCCO)C(=O)O.CC(C)(C)[Si](Cl)(c1ccccc1)c1ccccc1,0,CCCCOC(=O)N1CCN(C(=O)[C@H](CCCO[Si](c2ccccc2)(c2ccccc2)C(C)(C)C)NC(=O)OC(C)(C)C)CC1,patent,95,
N[C@@H](CCCO)C(=O)O,N[C@@H](CCCOCc1ccccc1)C(=O)O,1,CCCCOC(=O)N1CCN(C(=O)[C@H](CCCO[Si](c2ccccc2)(c2ccccc2)C(C)(C)C)NC(=O)OC(C)(C)C)CC1,patent,0,
CC(C)(C)[Si](Cl)(c1ccccc1)c1ccccc1,CC(C)(C)[SiH](c1ccccc1)c1ccccc1,0,CCCCOC(=O)N1CCN(C(=O)[C@H](CCCO[Si](c2ccccc2)(c2ccccc2)C(C)(C)C)NC(=O)OC(C)(C)C)CC1,patent,90,
CC(C)(C)[SiH](c1ccccc1)c1ccccc1,Cl[SiH](c1ccccc1)c1ccccc1.[Li]C(C)(C)C,0,CCCCOC(=O)N1CCN(C(=O)[C@H](CCCO[Si](c2ccccc2)(c2ccccc2)C(C)(C)C)NC(=O)OC(C)(C)C)CC1,patent,95,
Cl[SiH](c1ccccc1)c1ccccc1,Cl[Si](Cl)(Cl)c1ccccc1.Br[Mg]c1ccccc1,0,CCCCOC(=O)N1CCN(C(=O)[C@H](CCCO[Si](c2ccccc2)(c2ccccc2)C(C)(C)C)NC(=O)OC(C)(C)C)CC1,patent,90,
Cl[Si](Cl)(Cl)c1ccccc1,[SiH3]c1ccccc1.ClCl,0,CCCCOC(=O)N1CCN(C(=O)[C@H](CCCO[Si](c2ccccc2)(c2ccccc2)C(C)(C)C)NC(=O)OC(C)(C)C)CC1,patent,85,
[SiH3]c1ccccc1,Brc1ccccc1.Cl[SiH2]Cl,0,CCCCOC(=O)N1CCN(C(=O)[C@H](CCCO[Si](c2ccccc2)(c2ccccc2)C(C)(C)C)NC(=O)OC(C)(C)C)CC1,patent,90,
Brc1ccccc1,c1ccccc1.O=C1CCC(=O)N1Br,1,CCCCOC(=O)N1CCN(C(=O)[C@H](CCCO[Si](c2ccccc2)(c2ccccc2)C(C)(C)C)NC(=O)OC(C)(C)C)CC1,patent,55,
Br[Mg]c1ccccc1,[Mg],1,CCCCOC(=O)N1CCN(C(=O)[C@H](CCCO[Si](c2ccccc2)(c2ccccc2)C(C)(C)C)NC(=O)OC(C)(C)C)CC1,patent,0,
CCCCOC(=O)Cl,CCCCO.O=C(Cl)Cl,0,CCCCOC(=O)N1CCN(C(=O)[C@H](CCCO[Si](c2ccccc2)(c2ccccc2)C(C)(C)C)NC(=O)OC(C)(C)C)CC1,patent,95,
CCc1[nH]c(C(=O)N[C@H]2CCN(c3cccc(C(=O)O)c3)C[C@H]2OC)nc1C(F)(F)F,CCc1[nH]c(C(=O)O)nc1C(F)(F)F.CO[C@@H]1CN(c2cccc(C(=O)O)c2)CC[C@@H]1N,0,CCc1[nH]c(C(=O)N[C@H]2CCN(c3cccc(C(=O)O)c3)C[C@H]2OC)nc1C(F)(F)F,patent,95,
CCc1[nH]c(C(=O)O)nc1C(F)(F)F,CCc1[nH]c(Br)nc1C(F)(F)F,0,CCc1[nH]c(C(=O)N[C@H]2CCN(c3cccc(C(=O)O)c3)C[C@H]2OC)nc1C(F)(F)F,patent,80,
CCc1[nH]c(Br)nc1C(F)(F)F,CCc1[nH]cnc1C(F)(F)F,0,CCc1[nH]c(C(=O)N[C@H]2CCN(c3cccc(C(=O)O)c3)C[C@H]2OC)nc1C(F)(F)F,patent,90,
CCc1[nH]cnc1C(F)(F)F,C#Cc1[nH]cnc1C(F)(F)F,0,CCc1[nH]c(C(=O)N[C@H]2CCN(c3cccc(C(=O)O)c3)C[C@H]2OC)nc1C(F)(F)F,patent,100,
C#Cc1[nH]cnc1C(F)(F)F,CC(C)(O)C#Cc1[nH]cnc1C(F)(F)F,0,CCc1[nH]c(C(=O)N[C@H]2CCN(c3cccc(C(=O)O)c3)C[C@H]2OC)nc1C(F)(F)F,patent,85,
CC(C)(O)C#Cc1[nH]cnc1C(F)(F)F,CC(C)(O)C#Cc1c(C(F)(F)F)ncn1COCC[Si](C)(C)C,1,CCc1[nH]c(C(=O)N[C@H]2CCN(c3cccc(C(=O)O)c3)C[C@H]2OC)nc1C(F)(F)F,patent,70,
CC(C)(O)C#Cc1c(C(F)(F)F)ncn1COCC[Si](C)(C)C,C#CC(C)(C)O.C[Si](C)(C)CCOCn1cnc(C(F)(F)F)c1Br,0,CCc1[nH]c(C(=O)N[C@H]2CCN(c3cccc(C(=O)O)c3)C[C@H]2OC)nc1C(F)(F)F,patent,95,
C[Si](C)(C)CCOCn1cnc(C(F)(F)F)c1Br,C[Si](C)(C)CCOCCl.FC(F)(F)c1nc[nH]c1Br,0,CCc1[nH]c(C(=O)N[C@H]2CCN(c3cccc(C(=O)O)c3)C[C@H]2OC)nc1C(F)(F)F,patent,95,
CO[C@@H]1CN(c2cccc(C(=O)O)c2)CC[C@@H]1N,COC(=O)c1cccc(N2CC[C@H](N)[C@H](OC)C2)c1,0,CCc1[nH]c(C(=O)N[C@H]2CCN(c3cccc(C(=O)O)c3)C[C@H]2OC)nc1C(F)(F)F,patent,95,
COC(=O)c1cccc(N2CC[C@H](N)[C@H](OC)C2)c1,CO[C@@H]1CNCC[C@@H]1N.COC(=O)c1cccc(Br)c1,0,CCc1[nH]c(C(=O)N[C@H]2CCN(c3cccc(C(=O)O)c3)C[C@H]2OC)nc1C(F)(F)F,patent,95,
CC(C)(C)OC(=O)N[C@@H]1c2cccnc2[C@H](N2C(=O)c3ccccc3C2=O)CC[C@H]1c1cccc(F)c1F,C=C[C@@H]1c2cccnc2[C@H](N2C(=O)c3ccccc3C2=O)CC[C@H]1NC(=O)OC(C)(C)C.Fc1ccccc1F,0,CC(C)(C)OC(=O)N[C@@H]1c2cccnc2[C@H](N2C(=O)c3ccccc3C2=O)CC[C@H]1c1cccc(F)c1F,patent,90,
C=C[C@@H]1c2cccnc2[C@H](N2C(=O)c3ccccc3C2=O)CC[C@H]1NC(=O)OC(C)(C)C,C=C[C@@H]1c2cccnc2[C@H](Br)CC[C@H]1NC(=O)OC(C)(C)C.O=C1NC(=O)c2ccccc21,0,CC(C)(C)OC(=O)N[C@@H]1c2cccnc2[C@H](N2C(=O)c3ccccc3C2=O)CC[C@H]1c1cccc(F)c1F,patent,95,
C=C[C@@H]1c2cccnc2[C@H](Br)CC[C@H]1NC(=O)OC(C)(C)C,C=C[C@@H]1c2cccnc2[C@H](Br)CC[C@H]1N.CC(C)(C)OC(=O)OC(=O)OC(C)(C)C,1,CC(C)(C)OC(=O)N[C@@H]1c2cccnc2[C@H](N2C(=O)c3ccccc3C2=O)CC[C@H]1c1cccc(F)c1F,patent,75,
C=C[C@@H]1c2cccnc2[C@H](Br)CC[C@H]1N,C=C[CH]c1cccnc1[C@H](Br)CC[C@H](N)C=C,1,CC(C)(C)OC(=O)N[C@@H]1c2cccnc2[C@H](N2C(=O)c3ccccc3C2=O)CC[C@H]1c1cccc(F)c1F,patent,65,
C=C[CH]c1cccnc1[C@H](Br)CC[C@H](N)C=C,C=C[CH]c1cccnc1CC[C@H](N)C=C,0,CC(C)(C)OC(=O)N[C@@H]1c2cccnc2[C@H](N2C(=O)c3ccccc3C2=O)CC[C@H]1c1cccc(F)c1F,patent,85,
C=C[CH]c1cccnc1CC[C@H](N)C=C,C=C[C@@H](N)CCc1ncccc1Br.C=CB(O)O,0,CC(C)(C)OC(=O)N[C@@H]1c2cccnc2[C@H](N2C(=O)c3ccccc3C2=O)CC[C@H]1c1cccc(F)c1F,patent,90,
C=C[C@@H](N)CCc1ncccc1Br,C=CC(=O)CCc1ncccc1Br.N,0,CC(C)(C)OC(=O)N[C@@H]1c2cccnc2[C@H](N2C(=O)c3ccccc3C2=O)CC[C@H]1c1cccc(F)c1F,patent,95,
C=CC(=O)CCc1ncccc1Br,CC(=O)CCc1ncccc1Br.C=O,0,CC(C)(C)OC(=O)N[C@@H]1c2cccnc2[C@H](N2C(=O)c3ccccc3C2=O)CC[C@H]1c1cccc(F)c1F,patent,95,
CC(=O)CCc1ncccc1Br,CC(=O)CC(C)=O.ClCc1ncccc1Br,0,CC(C)(C)OC(=O)N[C@@H]1c2cccnc2[C@H](N2C(=O)c3ccccc3C2=O)CC[C@H]1c1cccc(F)c1F,patent,90,
O=C1NC(=O)c2ccccc21,NC(N)=O.O=C1OC(=O)c2ccccc21,0,CC(C)(C)OC(=O)N[C@@H]1c2cccnc2[C@H](N2C(=O)c3ccccc3C2=O)CC[C@H]1c1cccc(F)c1F,patent,90,
Fc1ccccc1F,Oc1ccc(F)c(F)c1,0,CC(C)(C)OC(=O)N[C@@H]1c2cccnc2[C@H](N2C(=O)c3ccccc3C2=O)CC[C@H]1c1cccc(F)c1F,patent,95,
CC(C)c1ccc(OC2CCC3(CC2)N[C@@H](C(=O)O)C(C)(C)S3)cc1,CC(C)c1ccc(O)cc1.CC1(C)SC2(CCC(Cl)CC2)N[C@H]1C(=O)O,0,CC(C)c1ccc(OC2CCC3(CC2)N[C@@H](C(=O)O)C(C)(C)S3)cc1,patent,95,
CC(C)c1ccc(O)cc1,COc1ccc(C(C)C)cc1,0,CC(C)c1ccc(OC2CCC3(CC2)N[C@@H](C(=O)O)C(C)(C)S3)cc1,patent,95,
CC1(C)SC2(CCC(Cl)CC2)N[C@H]1C(=O)O,CC(C)(S)[C@@H](N)C(=O)O.O=C1CCC(Cl)CC1,1,CC(C)c1ccc(OC2CCC3(CC2)N[C@@H](C(=O)O)C(C)(C)S3)cc1,patent,65,
CC(C)(S)[C@@H](N)C(=O)O,COC(=O)[C@H](N)C(C)(C)S,0,CC(C)c1ccc(OC2CCC3(CC2)N[C@@H](C(=O)O)C(C)(C)S3)cc1,patent,95,
O=C1CCC(Cl)CC1,OC1CCC(Cl)CC1,0,CC(C)c1ccc(OC2CCC3(CC2)N[C@@H](C(=O)O)C(C)(C)S3)cc1,patent,100,
CCOC(=O)CCc1cc2cc(-c3noc(-c4ccc(OC(C)C)c(Cl)c4)n3)ccc2[nH]1,CC(C)Oc1ccc(-c2nc(-c3ccc4[nH]ccc4c3)no2)cc1Cl.CCOC(=O)CCBr,0,CCOC(=O)CCc1cc2cc(-c3noc(-c4ccc(OC(C)C)c(Cl)c4)n3)ccc2[nH]1,patent,95,
CC(C)Oc1ccc(-c2nc(-c3ccc4[nH]ccc4c3)no2)cc1Cl,N=C(NO)c1ccc2[nH]ccc2c1.CC(C)Oc1ccc(C(=O)O)cc1Cl,1,CCOC(=O)CCc1cc2cc(-c3noc(-c4ccc(OC(C)C)c(Cl)c4)n3)ccc2[nH]1,patent,0,
CCOC(=O)CCBr,CCOC(=O)CCO.O=C1CCC(=O)N1Br,1,CCOC(=O)CCc1cc2cc(-c3noc(-c4ccc(OC(C)C)c(Cl)c4)n3)ccc2[nH]1,patent,55,
CN(C1CC1)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,CC1CCC2C3CC=C4CC(=O)CCC4(C)C3CCC12C.CNC1CC1,0,CN(C1CC1)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,patent,95,
CC1CCC2C3CC=C4CC(=O)CCC4(C)C3CCC12C,CC1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C,0,CN(C1CC1)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,patent,100,
CC(=O)c1ccc2c(c1)C=CC(O)(CO)CO2,C=Cc1ccc(C(C)=O)cc1O.O=CC(O)CO,1,CC(=O)c1ccc2c(c1)C=CC(O)(CO)CO2,patent,65,
C=Cc1ccc(C(C)=O)cc1O,CC(=O)OC(C)=O.C=Cc1ccccc1O,0,CC(=O)c1ccc2c(c1)C=CC(O)(CO)CO2,patent,90,
C[C@H]1OC[C@@H]2CC[C@@H](c3nc(-c4ccc(C(=O)Nc5cc(C(F)(F)F)ccn5)cc4)c4c(N)nccn34)CN2C1=O,C[C@H]1OC[C@@H]2CC[C@@H](Br)CN2C1=O.Nc1nccn2c(Br)nc(-c3ccc(C(=O)Nc4cc(C(F)(F)F)ccn4)cc3)c12,0,C[C@H]1OC[C@@H]2CC[C@@H](c3nc(-c4ccc(C(=O)Nc5cc(C(F)(F)F)ccn5)cc4)c4c(N)nccn34)CN2C1=O,patent,90,
C[C@H]1OC[C@@H]2CC[C@@H](Br)CN2C1=O,C[C@H](O)C(=O)N1[C@@H](CCl)CC[C@@H]1Br,1,C[C@H]1OC[C@@H]2CC[C@@H](c3nc(-c4ccc(C(=O)Nc5cc(C(F)(F)F)ccn5)cc4)c4c(N)nccn34)CN2C1=O,patent,40,
C[C@H](O)C(=O)N1[C@@H](CCl)CC[C@@H]1Br,C[C@H](O)C(=O)N1CCC[C@@H]1CCl,0,C[C@H]1OC[C@@H]2CC[C@@H](c3nc(-c4ccc(C(=O)Nc5cc(C(F)(F)F)ccn5)cc4)c4c(N)nccn34)CN2C1=O,patent,90,
C[C@H](O)C(=O)N1CCC[C@@H]1CCl,C[C@H](O)C(=O)O.ClC[C@H]1CCCN1,0,C[C@H]1OC[C@@H]2CC[C@@H](c3nc(-c4ccc(C(=O)Nc5cc(C(F)(F)F)ccn5)cc4)c4c(N)nccn34)CN2C1=O,patent,95,
Nc1nccn2c(Br)nc(-c3ccc(C(=O)Nc4cc(C(F)(F)F)ccn4)cc3)c12,Nc1nccn2cnc(-c3ccc(C(=O)Nc4cc(C(F)(F)F)ccn4)cc3)c12,0,C[C@H]1OC[C@@H]2CC[C@@H](c3nc(-c4ccc(C(=O)Nc5cc(C(F)(F)F)ccn5)cc4)c4c(N)nccn34)CN2C1=O,patent,90,
Nc1nccn2cnc(-c3ccc(C(=O)Nc4cc(C(F)(F)F)ccn4)cc3)c12,Nc1nccn2cnc(Br)c12.O=C(Nc1cc(C(F)(F)F)ccn1)c1cccc(B(O)O)c1,0,C[C@H]1OC[C@@H]2CC[C@@H](c3nc(-c4ccc(C(=O)Nc5cc(C(F)(F)F)ccn5)cc4)c4c(N)nccn34)CN2C1=O,patent,90,
Nc1nccn2cnc(Br)c12,COc1ccc(CNc2nccn3cnc(Br)c23)cc1,1,C[C@H]1OC[C@@H]2CC[C@@H](c3nc(-c4ccc(C(=O)Nc5cc(C(F)(F)F)ccn5)cc4)c4c(N)nccn34)CN2C1=O,patent,0,
COc1ccc(CNc2nccn3cnc(Br)c23)cc1,COc1ccc(CN)cc1.Clc1nccn2cnc(Br)c12,0,C[C@H]1OC[C@@H]2CC[C@@H](c3nc(-c4ccc(C(=O)Nc5cc(C(F)(F)F)ccn5)cc4)c4c(N)nccn34)CN2C1=O,patent,95,
O=C(Nc1cc(C(F)(F)F)ccn1)c1cccc(B(O)O)c1,Nc1cc(C(F)(F)F)ccn1.O=C(Cl)c1cccc(B(O)O)c1,0,C[C@H]1OC[C@@H]2CC[C@@H](c3nc(-c4ccc(C(=O)Nc5cc(C(F)(F)F)ccn5)cc4)c4c(N)nccn34)CN2C1=O,patent,95,
C[C@@H](n1ncn(-c2ccc(Cl)cc2)c1=O)[C@@]1(c2ccc(F)cc2F)CO1,C=C(c1ccc(F)cc1F)[C@@H](C)n1ncn(-c2ccc(Cl)cc2)c1=O,1,C[C@@H](n1ncn(-c2ccc(Cl)cc2)c1=O)[C@@]1(c2ccc(F)cc2F)CO1,patent,60,
C=C(c1ccc(F)cc1F)[C@@H](C)n1ncn(-c2ccc(Cl)cc2)c1=O,C[C@H](C=O)n1ncn(-c2ccc(Cl)cc2)c1=O.Fc1ccc(CBr)c(F)c1,0,C[C@@H](n1ncn(-c2ccc(Cl)cc2)c1=O)[C@@]1(c2ccc(F)cc2F)CO1,patent,95,
C[C@H](C=O)n1ncn(-c2ccc(Cl)cc2)c1=O,C[C@H](CO)n1ncn(-c2ccc(Cl)cc2)c1=O,0,C[C@@H](n1ncn(-c2ccc(Cl)cc2)c1=O)[C@@]1(c2ccc(F)cc2F)CO1,patent,100,
C[C@H](CO)n1ncn(-c2ccc(Cl)cc2)c1=O,C[C@@H](CO)n1ncc(=O)[nH]1.O=C=Nc1ccc(Cl)cc1,0,C[C@@H](n1ncn(-c2ccc(Cl)cc2)c1=O)[C@@]1(c2ccc(F)cc2F)CO1,patent,95,
C[C@@H](CO)n1ncc(=O)[nH]1,O=c1[nH]cn[nH]1.C[C@@H]1CO1,1,C[C@@H](n1ncn(-c2ccc(Cl)cc2)c1=O)[C@@]1(c2ccc(F)cc2F)CO1,patent,75,
O=C=Nc1ccc(Cl)cc1,O=C(Cl)Cl.Nc1ccc(Cl)cc1,0,C[C@@H](n1ncn(-c2ccc(Cl)cc2)c1=O)[C@@]1(c2ccc(F)cc2F)CO1,patent,90,
